Sentence,Gold,Pred
Definition of the genetic events that trigger apoptosis in the prostate could provide important insights into critical pathways in normal development as well as elucidate the perturbations of those key pathways in neoplastic transformation .,"(('Definition', 'O'), ('of', 'O'), ('the', 'O'), ('genetic', 'O'), ('events', 'O'), ('that', 'O'), ('trigger', 'O'), ('apoptosis', 'O'), ('in', 'O'), ('the', 'O'), ('prostate', 'O'), ('could', 'O'), ('provide', 'O'), ('important', 'O'), ('insights', 'O'), ('into', 'O'), ('critical', 'O'), ('pathways', 'O'), ('in', 'O'), ('normal', 'O'), ('development', 'O'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('elucidate', 'O'), ('the', 'O'), ('perturbations', 'O'), ('of', 'O'), ('those', 'O'), ('key', 'O'), ('pathways', 'O'), ('in', 'O'), ('neoplastic', 'O'), ('transformation', 'O'), ('.', 'O'))","(('Definition', 'O'), ('of', 'O'), ('the', 'O'), ('genetic', 'O'), ('events', 'O'), ('that', 'O'), ('trigger', 'O'), ('apoptosis', 'O'), ('in', 'O'), ('the', 'O'), ('prostate', 'O'), ('could', 'O'), ('provide', 'O'), ('important', 'O'), ('insights', 'O'), ('into', 'O'), ('critical', 'O'), ('pathways', 'O'), ('in', 'O'), ('normal', 'O'), ('development', 'O'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('elucidate', 'O'), ('the', 'O'), ('perturbations', 'O'), ('of', 'O'), ('those', 'O'), ('key', 'O'), ('pathways', 'O'), ('in', 'O'), ('neoplastic', 'B'), ('transformation', 'O'), ('.', 'O'))"
Inherited mutant alleles of familial tumour suppressor genes predispose individuals to particular types of cancer .,"(('Inherited', 'O'), ('mutant', 'O'), ('alleles', 'O'), ('of', 'O'), ('familial', 'O'), ('tumour', 'B'), ('suppressor', 'O'), ('genes', 'O'), ('predispose', 'O'), ('individuals', 'O'), ('to', 'O'), ('particular', 'O'), ('types', 'O'), ('of', 'O'), ('cancer', 'B'), ('.', 'O'))","(('Inherited', 'O'), ('mutant', 'O'), ('alleles', 'O'), ('of', 'O'), ('familial', 'B'), ('tumour', 'I'), ('suppressor', 'O'), ('genes', 'O'), ('predispose', 'O'), ('individuals', 'O'), ('to', 'O'), ('particular', 'O'), ('types', 'O'), ('of', 'O'), ('cancer', 'B'), ('.', 'O'))"
We report details of a family with classic Li - Fraumeni syndrome in which there is a mutation in codon 344 of the tumour suppressor gene TP53 .,"(('We', 'O'), ('report', 'O'), ('details', 'O'), ('of', 'O'), ('a', 'O'), ('family', 'O'), ('with', 'O'), ('classic', 'O'), ('Li', 'B'), ('-', 'I'), ('Fraumeni', 'I'), ('syndrome', 'I'), ('in', 'O'), ('which', 'O'), ('there', 'O'), ('is', 'O'), ('a', 'O'), ('mutation', 'O'), ('in', 'O'), ('codon', 'O'), ('344', 'O'), ('of', 'O'), ('the', 'O'), ('tumour', 'B'), ('suppressor', 'O'), ('gene', 'O'), ('TP53', 'O'), ('.', 'O'))","(('We', 'O'), ('report', 'O'), ('details', 'O'), ('of', 'O'), ('a', 'O'), ('family', 'O'), ('with', 'O'), ('classic', 'B'), ('Li', 'B'), ('-', 'I'), ('Fraumeni', 'I'), ('syndrome', 'I'), ('in', 'O'), ('which', 'O'), ('there', 'O'), ('is', 'O'), ('a', 'O'), ('mutation', 'O'), ('in', 'O'), ('codon', 'O'), ('344', 'O'), ('of', 'O'), ('the', 'O'), ('tumour', 'B'), ('suppressor', 'O'), ('gene', 'O'), ('TP53', 'O'), ('.', 'O'))"
The mouse homolog of the Wiskott - Aldrich syndrome protein ( WASP ) gene is highly conserved and maps near the scurfy ( sf ) mutation on the X chromosome .,"(('The', 'O'), ('mouse', 'O'), ('homolog', 'O'), ('of', 'O'), ('the', 'O'), ('Wiskott', 'B'), ('-', 'I'), ('Aldrich', 'I'), ('syndrome', 'I'), ('protein', 'O'), ('(', 'O'), ('WASP', 'O'), (')', 'O'), ('gene', 'O'), ('is', 'O'), ('highly', 'O'), ('conserved', 'O'), ('and', 'O'), ('maps', 'O'), ('near', 'O'), ('the', 'O'), ('scurfy', 'O'), ('(', 'O'), ('sf', 'O'), (')', 'O'), ('mutation', 'O'), ('on', 'O'), ('the', 'O'), ('X', 'O'), ('chromosome', 'O'), ('.', 'O'))","(('The', 'O'), ('mouse', 'O'), ('homolog', 'O'), ('of', 'O'), ('the', 'O'), ('Wiskott', 'B'), ('-', 'I'), ('Aldrich', 'I'), ('syndrome', 'I'), ('protein', 'O'), ('(', 'O'), ('WASP', 'O'), (')', 'O'), ('gene', 'O'), ('is', 'O'), ('highly', 'O'), ('conserved', 'O'), ('and', 'O'), ('maps', 'O'), ('near', 'O'), ('the', 'O'), ('scurfy', 'B'), ('(', 'O'), ('sf', 'B'), (')', 'O'), ('mutation', 'O'), ('on', 'O'), ('the', 'O'), ('X', 'O'), ('chromosome', 'O'), ('.', 'O'))"
Myotonic dystrophy ( DM ) is commonly associated with CTG repeat expansions within the gene for DM - protein kinase ( DMPK ) .,"(('Myotonic', 'B'), ('dystrophy', 'I'), ('(', 'O'), ('DM', 'B'), (')', 'O'), ('is', 'O'), ('commonly', 'O'), ('associated', 'O'), ('with', 'O'), ('CTG', 'O'), ('repeat', 'O'), ('expansions', 'O'), ('within', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('DM', 'O'), ('-', 'O'), ('protein', 'O'), ('kinase', 'O'), ('(', 'O'), ('DMPK', 'O'), (')', 'O'), ('.', 'O'))","(('Myotonic', 'B'), ('dystrophy', 'I'), ('(', 'O'), ('DM', 'B'), (')', 'O'), ('is', 'O'), ('commonly', 'O'), ('associated', 'O'), ('with', 'O'), ('CTG', 'O'), ('repeat', 'O'), ('expansions', 'O'), ('within', 'O'), ('the', 'O'), ('gene', 'O'), ('for', 'O'), ('DM', 'B'), ('-', 'O'), ('protein', 'O'), ('kinase', 'O'), ('(', 'O'), ('DMPK', 'O'), (')', 'O'), ('.', 'O'))"
"However , both models lack other frequent DM symptoms including the fibre - type dependent atrophy , myotonia , cataract and male - infertility .","(('However', 'O'), (',', 'O'), ('both', 'O'), ('models', 'O'), ('lack', 'O'), ('other', 'O'), ('frequent', 'O'), ('DM', 'B'), ('symptoms', 'O'), ('including', 'O'), ('the', 'O'), ('fibre', 'O'), ('-', 'O'), ('type', 'O'), ('dependent', 'O'), ('atrophy', 'B'), (',', 'O'), ('myotonia', 'B'), (',', 'O'), ('cataract', 'B'), ('and', 'O'), ('male', 'B'), ('-', 'I'), ('infertility', 'I'), ('.', 'O'))","(('However', 'O'), (',', 'O'), ('both', 'O'), ('models', 'O'), ('lack', 'O'), ('other', 'O'), ('frequent', 'O'), ('DM', 'B'), ('symptoms', 'O'), ('including', 'O'), ('the', 'O'), ('fibre', 'B'), ('-', 'I'), ('type', 'I'), ('dependent', 'I'), ('atrophy', 'I'), (',', 'O'), ('myotonia', 'B'), (',', 'O'), ('cataract', 'B'), ('and', 'O'), ('male', 'B'), ('-', 'I'), ('infertility', 'I'), ('.', 'O'))"
"Dmpk - / - mice develop a late - onset , progressive skeletal myopathy that shares some pathological features with DM .","(('Dmpk', 'O'), ('-', 'O'), ('/', 'O'), ('-', 'O'), ('mice', 'O'), ('develop', 'O'), ('a', 'O'), ('late', 'O'), ('-', 'O'), ('onset', 'O'), (',', 'O'), ('progressive', 'B'), ('skeletal', 'I'), ('myopathy', 'I'), ('that', 'O'), ('shares', 'O'), ('some', 'O'), ('pathological', 'O'), ('features', 'O'), ('with', 'O'), ('DM', 'B'), ('.', 'O'))","(('Dmpk', 'O'), ('-', 'O'), ('/', 'O'), ('-', 'O'), ('mice', 'O'), ('develop', 'O'), ('a', 'O'), ('late', 'O'), ('-', 'O'), ('onset', 'O'), (',', 'O'), ('progressive', 'O'), ('skeletal', 'B'), ('myopathy', 'I'), ('that', 'O'), ('shares', 'O'), ('some', 'O'), ('pathological', 'O'), ('features', 'O'), ('with', 'O'), ('DM', 'B'), ('.', 'O'))"
"We provide evidence that not only reduced , but also increased levels of transcriptional regulators can cause developmental defects . .","(('We', 'O'), ('provide', 'O'), ('evidence', 'O'), ('that', 'O'), ('not', 'O'), ('only', 'O'), ('reduced', 'O'), (',', 'O'), ('but', 'O'), ('also', 'O'), ('increased', 'O'), ('levels', 'O'), ('of', 'O'), ('transcriptional', 'O'), ('regulators', 'O'), ('can', 'O'), ('cause', 'O'), ('developmental', 'B'), ('defects', 'I'), ('.', 'O'), ('.', 'O'))","(('We', 'O'), ('provide', 'O'), ('evidence', 'O'), ('that', 'O'), ('not', 'O'), ('only', 'O'), ('reduced', 'O'), (',', 'O'), ('but', 'O'), ('also', 'O'), ('increased', 'O'), ('levels', 'O'), ('of', 'O'), ('transcriptional', 'O'), ('regulators', 'O'), ('can', 'O'), ('cause', 'O'), ('developmental', 'O'), ('defects', 'O'), ('.', 'O'), ('.', 'O'))"
These results are significant not only in terms of their implications for furthering our understanding of galactosemia and GALT holoenzyme structure - function relationships but also because the system described may serve as a model for similar studies of other complexes composed of multiple subunits . .,"(('These', 'O'), ('results', 'O'), ('are', 'O'), ('significant', 'O'), ('not', 'O'), ('only', 'O'), ('in', 'O'), ('terms', 'O'), ('of', 'O'), ('their', 'O'), ('implications', 'O'), ('for', 'O'), ('furthering', 'O'), ('our', 'O'), ('understanding', 'O'), ('of', 'O'), ('galactosemia', 'B'), ('and', 'O'), ('GALT', 'O'), ('holoenzyme', 'O'), ('structure', 'O'), ('-', 'O'), ('function', 'O'), ('relationships', 'O'), ('but', 'O'), ('also', 'O'), ('because', 'O'), ('the', 'O'), ('system', 'O'), ('described', 'O'), ('may', 'O'), ('serve', 'O'), ('as', 'O'), ('a', 'O'), ('model', 'O'), ('for', 'O'), ('similar', 'O'), ('studies', 'O'), ('of', 'O'), ('other', 'O'), ('complexes', 'O'), ('composed', 'O'), ('of', 'O'), ('multiple', 'O'), ('subunits', 'O'), ('.', 'O'), ('.', 'O'))","(('These', 'O'), ('results', 'O'), ('are', 'O'), ('significant', 'O'), ('not', 'O'), ('only', 'O'), ('in', 'O'), ('terms', 'O'), ('of', 'O'), ('their', 'O'), ('implications', 'O'), ('for', 'O'), ('furthering', 'O'), ('our', 'O'), ('understanding', 'O'), ('of', 'O'), ('galactosemia', 'B'), ('and', 'O'), ('GALT', 'B'), ('holoenzyme', 'O'), ('structure', 'O'), ('-', 'O'), ('function', 'O'), ('relationships', 'O'), ('but', 'O'), ('also', 'O'), ('because', 'O'), ('the', 'O'), ('system', 'O'), ('described', 'O'), ('may', 'O'), ('serve', 'O'), ('as', 'O'), ('a', 'O'), ('model', 'O'), ('for', 'O'), ('similar', 'O'), ('studies', 'O'), ('of', 'O'), ('other', 'O'), ('complexes', 'O'), ('composed', 'O'), ('of', 'O'), ('multiple', 'O'), ('subunits', 'O'), ('.', 'O'), ('.', 'O'))"
"To begin to address the hypothesis that abnormal regulation of the breast / ovarian cancer susceptibility gene BRCA1 is a critical step in sporadic breast / ovarian tumorigenesis , we have determined the detailed structure of the BRCA1 genomic region .","(('To', 'O'), ('begin', 'O'), ('to', 'O'), ('address', 'O'), ('the', 'O'), ('hypothesis', 'O'), ('that', 'O'), ('abnormal', 'O'), ('regulation', 'O'), ('of', 'O'), ('the', 'O'), ('breast', 'B'), ('/', 'I'), ('ovarian', 'I'), ('cancer', 'I'), ('susceptibility', 'O'), ('gene', 'O'), ('BRCA1', 'O'), ('is', 'O'), ('a', 'O'), ('critical', 'O'), ('step', 'O'), ('in', 'O'), ('sporadic', 'O'), ('breast', 'O'), ('/', 'O'), ('ovarian', 'O'), ('tumorigenesis', 'O'), (',', 'O'), ('we', 'O'), ('have', 'O'), ('determined', 'O'), ('the', 'O'), ('detailed', 'O'), ('structure', 'O'), ('of', 'O'), ('the', 'O'), ('BRCA1', 'O'), ('genomic', 'O'), ('region', 'O'), ('.', 'O'))","(('To', 'O'), ('begin', 'O'), ('to', 'O'), ('address', 'O'), ('the', 'O'), ('hypothesis', 'O'), ('that', 'O'), ('abnormal', 'O'), ('regulation', 'O'), ('of', 'O'), ('the', 'O'), ('breast', 'B'), ('/', 'I'), ('ovarian', 'I'), ('cancer', 'I'), ('susceptibility', 'O'), ('gene', 'O'), ('BRCA1', 'O'), ('is', 'O'), ('a', 'O'), ('critical', 'O'), ('step', 'O'), ('in', 'O'), ('sporadic', 'O'), ('breast', 'I'), ('/', 'I'), ('ovarian', 'I'), ('tumorigenesis', 'I'), (',', 'O'), ('we', 'O'), ('have', 'O'), ('determined', 'O'), ('the', 'O'), ('detailed', 'O'), ('structure', 'O'), ('of', 'O'), ('the', 'O'), ('BRCA1', 'O'), ('genomic', 'O'), ('region', 'O'), ('.', 'O'))"
The quantitative distribution of VHL mRNA within fetal tissues reflected that seen by in situ hybridization and the ratio of the two VHL isoforms was similar between tissues .,"(('The', 'O'), ('quantitative', 'O'), ('distribution', 'O'), ('of', 'O'), ('VHL', 'B'), ('mRNA', 'O'), ('within', 'O'), ('fetal', 'O'), ('tissues', 'O'), ('reflected', 'O'), ('that', 'O'), ('seen', 'O'), ('by', 'O'), ('in', 'O'), ('situ', 'O'), ('hybridization', 'O'), ('and', 'O'), ('the', 'O'), ('ratio', 'O'), ('of', 'O'), ('the', 'O'), ('two', 'O'), ('VHL', 'B'), ('isoforms', 'O'), ('was', 'O'), ('similar', 'O'), ('between', 'O'), ('tissues', 'O'), ('.', 'O'))","(('The', 'O'), ('quantitative', 'O'), ('distribution', 'O'), ('of', 'O'), ('VHL', 'O'), ('mRNA', 'O'), ('within', 'O'), ('fetal', 'O'), ('tissues', 'O'), ('reflected', 'O'), ('that', 'O'), ('seen', 'O'), ('by', 'O'), ('in', 'O'), ('situ', 'O'), ('hybridization', 'O'), ('and', 'O'), ('the', 'O'), ('ratio', 'O'), ('of', 'O'), ('the', 'O'), ('two', 'O'), ('VHL', 'O'), ('isoforms', 'O'), ('was', 'O'), ('similar', 'O'), ('between', 'O'), ('tissues', 'O'), ('.', 'O'))"
"Finally , this report provides a widely applicable strategy which ensures fast and effective screening for intronic defects that underlie differential gene expression . .","(('Finally', 'O'), (',', 'O'), ('this', 'O'), ('report', 'O'), ('provides', 'O'), ('a', 'O'), ('widely', 'O'), ('applicable', 'O'), ('strategy', 'O'), ('which', 'O'), ('ensures', 'O'), ('fast', 'O'), ('and', 'O'), ('effective', 'O'), ('screening', 'O'), ('for', 'O'), ('intronic', 'O'), ('defects', 'O'), ('that', 'O'), ('underlie', 'O'), ('differential', 'O'), ('gene', 'O'), ('expression', 'O'), ('.', 'O'), ('.', 'O'))","(('Finally', 'O'), (',', 'O'), ('this', 'O'), ('report', 'O'), ('provides', 'O'), ('a', 'O'), ('widely', 'O'), ('applicable', 'O'), ('strategy', 'O'), ('which', 'O'), ('ensures', 'O'), ('fast', 'O'), ('and', 'O'), ('effective', 'O'), ('screening', 'O'), ('for', 'O'), ('intronic', 'B'), ('defects', 'I'), ('that', 'O'), ('underlie', 'O'), ('differential', 'O'), ('gene', 'O'), ('expression', 'O'), ('.', 'O'), ('.', 'O'))"
Mutation of the VHL gene is associated exclusively with the development of non - papillary renal cell carcinomas .,"(('Mutation', 'O'), ('of', 'O'), ('the', 'O'), ('VHL', 'O'), ('gene', 'O'), ('is', 'O'), ('associated', 'O'), ('exclusively', 'O'), ('with', 'O'), ('the', 'O'), ('development', 'O'), ('of', 'O'), ('non', 'B'), ('-', 'I'), ('papillary', 'I'), ('renal', 'I'), ('cell', 'I'), ('carcinomas', 'I'), ('.', 'O'))","(('Mutation', 'O'), ('of', 'O'), ('the', 'O'), ('VHL', 'B'), ('gene', 'O'), ('is', 'O'), ('associated', 'O'), ('exclusively', 'O'), ('with', 'O'), ('the', 'O'), ('development', 'O'), ('of', 'O'), ('non', 'B'), ('-', 'I'), ('papillary', 'I'), ('renal', 'I'), ('cell', 'I'), ('carcinomas', 'I'), ('.', 'O'))"
