Data,Sentence,Gold,Pred,FP,FN,Overlap
NCBI,Acute doxorubicin - loaded nanoparticle ( DXNP ) renal toxicity was explored in both normal rats and rats with experimental glomerulonephritis .,"['renal', 'toxicity']","['-', '-']",[],"['renal', 'toxicity']",[]
NCBI,Acute renal toxicity of doxorubicin ( adriamycin ) - loaded cyanoacrylate nanoparticles .,"['renal', 'toxicity']","['-', '-']",[],"['renal', 'toxicity']",[]
NCBI,"Additional neuronanatomical studies , including cresyl violet staining , neuronal degeneration methods , and histochemical localization of glial fibrillary acidic protein , suggested that the decrease in the number of GAD mRNA - containing neurons was related to neuronal loss rather than to a decrease in GAD mRNA levels .","['neuronal', 'loss']","['-', '-']",[],"['neuronal', 'loss']",[]
NCBI,"Additionally , in terms of management of EMB - induced optic neuropathy , it is important to properly manage ethambutol dosing in patients with renal impairment and to achieve proper transition to a maintenance dose once an appropriate loading dose has been reached .",['-'],['EMB'],['EMB'],[],[]
NCBI,"After 5 weeks of bupropion use , the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence .","['-', '-', '-', 'seizure']","['generalized', 'tonic', 'clonic', 'seizure']","['generalized', 'tonic', 'clonic']",[],['seizure']
NCBI,"After excluding case reports , the following groups were constructed : ( a ) short - term administration , after valve insertion ( n = 212 ) ; ( b ) short - term , perioperative ( noncardiac ) / periprocedural ( n = 114 ) ; ( c ) long - term , due to intolerance to OAC ( n = 16 ) ; ( d ) long - term , in pregnancy ( n = 10 ) .","['-', '-', '-']","['intolerance', 'to', 'OAC']","['intolerance', 'to', 'OAC']",[],[]
NCBI,Alkaline phosphatase and glucose were markedly and transiently elevated in proximal tubular damage and N - acetyl - beta - glucosaminidase showed a sustained elevation in papillary damage .,"['-', '-', '-', '-', '-']","['proximal', 'tubular', 'damage', 'papillary', 'damage']","['proximal', 'tubular', 'damage', 'papillary', 'damage']",[],[]
NCBI,All three anesthetics produced massive degeneration of the extraocular muscles .,"['-', '-', '-', '-']","['degeneration', 'of', 'extraocular', 'muscles']","['degeneration', 'of', 'extraocular', 'muscles']",[],[]
NCBI,"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","['renal', 'tissue', 'damage']","['-', '-', '-']",[],"['renal', 'tissue', 'damage']",[]
NCBI,"Although in the acute stage the renal lesions histologically appeared toxic , evidence suggestive of an immunological mechanism cannot be excluded .","['renal', 'lesions']","['-', '-']",[],"['renal', 'lesions']",[]
NCBI,"Although ribavirin - associated anemia can be reversed by dose reduction or discontinuation , this approach compromises outcomes by significantly decreasing SVR rates .",['-'],['SVR'],['SVR'],[],[]
NCBI,Amphetamine abuse was predictive of larger cranial to body growth ratios .,['-'],['Amphetamine'],['Amphetamine'],[],[]
NCBI,Analysis of the manifestations showed that severe impairment of memory accounted for virtually all of the abnormalities .,"['-', '-', '-']","['impairment', 'of', 'memory']","['impairment', 'of', 'memory']",[],[]
NCBI,Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"['-', '-', '-', '-', '-', '-', '-']","['Angiotensin', 'of', 'the', 'stomach', 'and', 'small', 'intestine']","['Angiotensin', 'of', 'the', 'stomach', 'and', 'small', 'intestine']",[],[]
NCBI,"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug - Induced Ocular Side Effects , Oregon Health Sciences University , Portland , OR 97201 .","['ocular', 'toxicity']","['-', '-']",[],"['ocular', 'toxicity']",[]
NCBI,"As it revealed chloroquine - induced myopathy , medication was stopped .",['-'],['chloroquine'],['chloroquine'],[],[]
NCBI,"At the 1 . 0 % dosage level , 20 % of rats of both sexes developed neoplastic nodules of the liver , a statistically significant incidence .","['-', '-', '-', '-', '-']","['neoplastic', 'nodules', 'of', 'the', 'liver']","['neoplastic', 'nodules', 'of', 'the', 'liver']",[],[]
NCBI,"At the 16th week of carcinogen feeding , hyperplastic nodules appeared and advanced to further stages .","['-', '-']","['hyperplastic', 'nodules']","['hyperplastic', 'nodules']",[],[]
NCBI,Auditory disturbance associated with interscalene brachial plexus block .,"['-', '-', '-', '-', '-']","['disturbance', 'interscalene', 'brachial', 'plexus', 'block']","['disturbance', 'interscalene', 'brachial', 'plexus', 'block']",[],[]
NCBI,BACKGROUND : Adenovirus is an important cause of morbidity and mortality in the immunocompromised host .,"['-', '-']","['Adenovirus', 'immunocompromised']","['Adenovirus', 'immunocompromised']",[],[]
NCBI,BACKGROUND : Spontaneous reporting systems for adverse drug reactions ( ADRs ) are handicapped by under - reporting and limited detail on individual cases .,"['-', '-', '-']","['adverse', 'drug', 'ADRs']","['adverse', 'drug', 'ADRs']",[],[]
NCBI,"BACKGROUND : The interruption of oral anticoagulant ( OAC ) administration is sometimes indicated in patients with mechanical heart valves , mainly before noncardiac surgery , non - surgical interventions , and pregnancy .","['-', '-', '-']","['mechanical', 'heart', 'valves']","['mechanical', 'heart', 'valves']",[],[]
NCBI,BACKGROUND : The prognosis for transplant - free survivors of paracetamol - induced acute liver failure remains unknown .,['-'],['paracetamol'],['paracetamol'],[],[]
NCBI,"Because carbamazepine is widely used in the treatment of many neurologic and psychiatric conditions , the recognition of the latter syndrome has important implications for the use of this drug in elderly patients .","['-', '-', 'psychiatric', '-']","['neurologic', 'and', 'psychiatric', 'conditions']","['neurologic', 'and', 'conditions']",[],['psychiatric']
NCBI,Biochemical investigations are in progress to obtain more information about this ' paradoxical ' PB effect .,['-'],['PB'],['PB'],[],[]
NCBI,Both patients had received maximum doses of other beta - lactam antibiotics without evidence of seizure activity .,['seizure'],['-'],[],['seizure'],[]
NCBI,"By multivariate analysis , in both the placebo and enalapril groups older age , diuretic therapy , and diabetes were associated with decreased renal function , whereas beta - blocker therapy and higher ejection fraction were renoprotective .","['diabetes', 'decreased', 'renal', 'function']","['-', '-', '-', '-']",[],"['diabetes', 'decreased', 'renal', 'function']",[]
NCBI,"By using pharmacokinetic pharmacodynamic modeling the pharmacodynamics of racemic metoprolol and the active S - isomer , were quantitated in EMs and PMs in terms of IC50 values , representing metoprolol plasma concentrations resulting in half - maximum receptor occupancy .","['-', '-']","['EMs', 'PMs']","['EMs', 'PMs']",[],[]
NCBI,CASE : A 49 - year - old patient experienced chest discomfort while swallowing .,"['-', '-']","['chest', 'discomfort']","['chest', 'discomfort']",[],[]
NCBI,CASE : A 52 - year - old postmenopausal woman was treated with tamoxifen for stage II estrogen receptor - positive breast carcinoma .,"['-', '-', '-', '-', '-', '-']","['stage', 'II', 'estrogen', 'receptor', '-', 'positive']","['stage', 'II', 'estrogen', 'receptor', '-', 'positive']",[],[]
NCBI,CLINICAL PICTURE : Three patients with ethambutol - associated toxic optic neuropathy are described .,"['-', 'optic']","['toxic', 'optic']",['toxic'],[],['optic']
NCBI,CONCLUSION : Hospitalized elderly patients are at risk for developing indomethacin related renal dysfunction .,['-'],['indomethacin'],['indomethacin'],[],[]
NCBI,CONCLUSION : Lovastatin is highly effective and generally well tolerated as therapy for primary hypercholesterolemia in women .,"['-', 'hypercholesterolemia']","['primary', 'hypercholesterolemia']",['primary'],[],['hypercholesterolemia']
NCBI,CONCLUSION : Myopic excimer laser PRK did not seem to affect the posterior segment .,['-'],['Myopic'],['Myopic'],[],[]
NCBI,CONCLUSIONS : Cyclophosphamide associated bladder tumor is an aggressive disease .,"['-', '-']","['Cyclophosphamide', 'associated']","['Cyclophosphamide', 'associated']",[],[]
NCBI,CONCLUSIONS : Delayed - onset heparin - induced thrombocytopenia is increasingly being recognized .,"['-', 'thrombocytopenia']","['heparin', 'thrombocytopenia']",['heparin'],[],['thrombocytopenia']
NCBI,"CONCLUSIONS : During this study period , routine plasma screening for cocaine and amphetamines in adult seizure patients had a low yield .",['seizure'],['-'],[],['seizure'],[]
NCBI,"CONCLUSIONS : In patients with mechanical heart valves , short - term LMWH therapy compares favorably with UH .","['-', '-', '-']","['mechanical', 'heart', 'valves']","['mechanical', 'heart', 'valves']",[],[]
NCBI,CONCLUSIONS : Several pathophysiological models of delayed leukoencephalopathy after exposure to intrathecal or systemic chemotherapy have been proposed .,"['-', 'leukoencephalopathy']","['delayed', 'leukoencephalopathy']",['delayed'],[],['leukoencephalopathy']
NCBI,CONCLUSIONS : The OCT results in these patients with EMB - induced optic neuropathy show considerable loss especially of the temporal fibers .,['-'],['EMB'],['EMB'],[],[]
NCBI,Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients .,['acute'],['-'],[],['acute'],[]
NCBI,"Cardiac function was assessed in long - term survivors of malignant bone tumors who were treated according to Rosen ' s T5 or T10 protocol , both including doxorubicin .","['-', 'bone']","['malignant', 'bone']",['malignant'],[],['bone']
NCBI,"Catheterization abnormalities correlated well with morphologic damage ( r = 0 . 57 to 0 . 78 ) in a subgroup of patients in whom exercise hemodynamics were measured , and this relationship also exhibited a curvilinear , threshold configuration .","['-', '-']","['Catheterization', 'abnormalities']","['Catheterization', 'abnormalities']",[],[]
NCBI,Cefotetan - induced immune hemolytic anemia .,"['-', 'hemolytic']","['immune', 'hemolytic']",['immune'],[],['hemolytic']
NCBI,Changes in peroxisomes in preneoplastic liver and hepatoma of mice induced by alpha - benzene hexachloride .,"['-', '-']","['preneoplastic', 'liver']","['preneoplastic', 'liver']",[],[]
NCBI,Chemotherapy of advanced inoperable non - small cell lung cancer with paclitaxel : a phase II trial .,"['-', '-', 'non']","['advanced', 'inoperable', 'non']","['advanced', 'inoperable']",[],['non']
NCBI,Chronic CBZ also decreased the incidence of seizure - related mortality in the cocaine - injected rats .,['seizure'],['-'],[],['seizure'],[]
NCBI,Chronic effects of a novel synthetic anthracycline derivative ( SM - 5887 ) on normal heart and doxorubicin - induced cardiomyopathy in beagle dogs .,['-'],['doxorubicin'],['doxorubicin'],[],[]
NCBI,Co - administration of lidocaine with desipramine reversed the changes of convulsive activity of lidocaine and cocaine induced by repeated administration of desipramine .,['convulsive'],['-'],[],['convulsive'],[]
NCBI,Comparison of the effectiveness of ranitidine and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states .,"['-', '-', '-']","['gastric', 'hypersecretory', 'states']","['gastric', 'hypersecretory', 'states']",[],[]
NCBI,Complete resolution of symptoms within 1 - 4 days was accompanied by normalisation of ADC abnormalities .,"['-', '-']","['ADC', 'abnormalities']","['ADC', 'abnormalities']",[],[]
NCBI,"Conversely , enalapril had a relative renoprotective effect ( RR 1 . 33 , 95 % CI 1 . 13 - 1 . 53 ) compared with placebo ( RR 1 . 96 , 95 % CI 1 . 57 - 2 . 44 ) in patients with diabetes .",['diabetes'],['-'],[],['diabetes'],[]
NCBI,Coronary angiography revealed no obstructive coronary lesions .,"['-', '-', '-']","['obstructive', 'coronary', 'lesions']","['obstructive', 'coronary', 'lesions']",[],[]
NCBI,"Creatinine clearance , maximum urinary osmolality and 24 hour urine volume have been tested in 50 affectively ill patients who have been on long - term lithium for more than one year .",['-'],['affectively'],['affectively'],[],[]
NCBI,Cyclophosphamide associated bladder cancer - - a highly aggressive disease : analysis of 12 cases .,"['-', '-']","['Cyclophosphamide', 'associated']","['Cyclophosphamide', 'associated']",[],[]
NCBI,DESIGN : The medical records of 206 dogs that were treated with CCNU at the Melbourne Veterinary Specialist Centre between February 2002 and December 2007 were retrospectively evaluated .,['-'],['CCNU'],['CCNU'],[],[]
NCBI,"DISCUSSION : Our series of patients is representative of the spectrum of immunocompromised children at greatest risk for severe adenovirus disease , namely solid - organ and bone marrow transplant recipients , neonates , and children with immunodeficiency .",['-'],['immunocompromised'],['immunocompromised'],[],[]
NCBI,Delayed - onset heparin - induced thrombocytopenia .,"['-', '-', 'thrombocytopenia']","['heparin', 'induced', 'thrombocytopenia']","['heparin', 'induced']",[],['thrombocytopenia']
NCBI,Delayed recognition and treatment of heparin - induced thrombocytopenia contribute to poor patient outcomes .,"['-', 'thrombocytopenia']","['heparin', 'thrombocytopenia']",['heparin'],[],['thrombocytopenia']
NCBI,Detection of abnormal cardiac adrenergic neuron activity in adriamycin - induced cardiomyopathy with iodine - 125 - metaiodobenzylguanidine .,['-'],['adriamycin'],['adriamycin'],[],[]
NCBI,Dexmedetomidine and cardiac protection for non - cardiac surgery : a meta - analysis of randomised controlled trials .,"['-', '-', '-', '-']","['non', '-', 'cardiac', 'surgery']","['non', '-', 'cardiac', 'surgery']",[],[]
NCBI,Dexmedetomidine is useful as the sole sedative for pediatric MRI .,['-'],['MRI'],['MRI'],[],[]
NCBI,"Diuretic therapy was likewise associated with a greater risk of decreased renal function in the enalapril group ( RR 1 . 89 , 95 % CI 1 . 70 - 2 . 08 ) than in the placebo group ( RR 1 . 35 , 95 % CI 1 . 09 - 1 . 66 ) .","['decreased', 'renal', 'function']","['-', '-', '-']",[],"['decreased', 'renal', 'function']",[]
NCBI,Dose - effect and structure - function relationships in doxorubicin cardiomyopathy .,"['-', 'cardiomyopathy']","['doxorubicin', 'cardiomyopathy']",['doxorubicin'],[],['cardiomyopathy']
NCBI,Doxorubicin cardiomyopathy in children with left - sided Wilms tumor .,"['-', 'cardiomyopathy', '-', '-', '-', 'Wilms']","['Doxorubicin', 'cardiomyopathy', 'left', '-', 'sided', 'Wilms']","['Doxorubicin', 'left', '-', 'sided']",[],"['cardiomyopathy', 'Wilms']"
NCBI,"EXPERIMENTAL DESIGN : Because of their widespread use , the hematologic toxicity following coadministration of dexrazoxane and these three structurally different DNA cleavage enhancers was investigated : Sensitivity of human and murine blood progenitor cells to etoposide , daunorubicin , and doxorubicin + / - dexrazoxane was determined in granulocyte - macrophage colony forming assays .","['hematologic', 'toxicity']","['-', '-']",[],"['hematologic', 'toxicity']",[]
NCBI,"Earlier studies have demonstrated that antagonism of sigma1 receptors attenuates the convulsive , lethal , locomotor stimulatory and rewarding actions of cocaine in mice .",['convulsive'],['-'],[],['convulsive'],[]
NCBI,"Early identification , eg by polymerase chain reaction of those patients at risk of disseminated adenovirus disease may permit earlier antiviral treatment and better evaluation of therapeutic response .","['-', 'adenovirus']","['disseminated', 'adenovirus']",['disseminated'],[],['adenovirus']
NCBI,Effect of myopic excimer laser photorefractive keratectomy on the electrophysiologic function of the retina and optic nerve .,"['-', '-']","['myopic', 'keratectomy']","['myopic', 'keratectomy']",[],[]
NCBI,Efficacy and tolerability of lovastatin in 3390 women with moderate hypercholesterolemia .,['-'],['moderate'],['moderate'],[],[]
NCBI,Eight of these cases of severe immune hemolytic anemia are described .,"['-', 'hemolytic']","['immune', 'hemolytic']",['immune'],[],['hemolytic']
NCBI,Electrocardiographic T and U wave abnormalities were present in most patients .,"['-', '-', '-', '-', '-']","['T', 'and', 'U', 'wave', 'abnormalities']","['T', 'and', 'U', 'wave', 'abnormalities']",[],[]
NCBI,"Electron microscopy , however , revealed subepithelial electron - dense deposits , fusion of epithelial cell foot processes , and evidence of mesangial cell hyperactivity .","['-', '-', '-']","['mesangial', 'cell', 'hyperactivity']","['mesangial', 'cell', 'hyperactivity']",[],[]
NCBI,Ethambutol - associated optic neuropathy .,['-'],['Ethambutol'],['Ethambutol'],[],[]
NCBI,Even more dramatic changes were found in chronic overload group .,"['-', '-']","['chronic', 'overload']","['chronic', 'overload']",[],[]
NCBI,Extrapyramidal side effects and oral haloperidol : an analysis of explanatory patient and treatment characteristics .,"['-', '-']","['Extrapyramidal', 'side']","['Extrapyramidal', 'side']",[],[]
NCBI,F d ration Nationale des Centres de Lutte Contre le Cancer ( FNCLCC ) .,['-'],['Cancer'],['Cancer'],[],[]
NCBI,Failure of ancrod in the treatment of heparin - induced arterial thrombosis .,"['-', '-', 'thrombosis']","['heparin', 'arterial', 'thrombosis']","['heparin', 'arterial']",[],['thrombosis']
NCBI,"For this reason , each clinician should recognize this entity in the differential diagnosis of PB - related asymptomatic chronic hepatic enzyme dysfunction .","['-', 'chronic']","['PB', '-']",['PB'],['chronic'],[]
NCBI,"Fourteen weeks after the start of phosphate supplementation , half of the Nx and Sham dogs received doses of OCT ( three times per week ) ; the other half were given vehicle for 60 weeks .",['-'],['Nx'],['Nx'],[],[]
NCBI,"From the analysis of these cases , two distinct forms of carbamazepine - associated cardiac dysfunction emerged .",['-'],['carbamazepine'],['carbamazepine'],[],[]
NCBI,Furosemide may be deleterious in the prevention of radiocontrast nephropathy .,"['-', 'nephropathy']","['radiocontrast', 'nephropathy']",['radiocontrast'],[],['nephropathy']
NCBI,"Further , steroid myopathy recovers naturally and the neurological improvement shown in the NASCIS may be just a recording of this natural motor recovery from the steroid myopathy , instead of any protection that methylprednisolone offers to the spinal cord injury .","['-', 'myopathy', '-', 'myopathy']","['steroid', 'myopathy', 'steroid', 'myopathy']","['steroid', 'steroid']",[],"['myopathy', 'myopathy']"
NCBI,Further randomized studies are needed to confirm the safety and precise indications for the use of LMWH in patients with mechanical heart valves .,"['-', '-', '-']","['mechanical', 'heart', 'valves']","['mechanical', 'heart', 'valves']",[],[]
NCBI,Gentamicin nephropathy in a neonate .,"['-', 'nephropathy']","['Gentamicin', 'nephropathy']",['Gentamicin'],[],['nephropathy']
NCBI,He developed acute liver failure with rapid deterioration of renal function .,"['-', '-']","['renal', 'function']","['renal', 'function']",[],[]
NCBI,He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation .,"['-', '-', '-', '-', '-']","['acute', 'of', 'the', 'lower', 'limbs']","['acute', 'of', 'the', 'lower', 'limbs']",[],[]
NCBI,Heparin - induced thrombocytopenia after liver transplantation .,['-'],['Heparin'],['Heparin'],[],[]
NCBI,High dose dexmedetomidine as the sole sedative for pediatric MRI .,['-'],['MRI'],['MRI'],[],[]
NCBI,Higher metoprolol / alpha - hydroxymetoprolol ratios in PMs were predictive for higher R - / S - isomer ratios of unchanged drug .,['-'],['PMs'],['PMs'],[],[]
NCBI,His subsequent course was remarkable for non - immune thrombocytopenia which resolved .,"['-', '-', '-', 'thrombocytopenia']","['non', '-', 'immune', 'thrombocytopenia']","['non', '-', 'immune']",[],['thrombocytopenia']
NCBI,"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats , while an improvement of the damage was seen in antithrombin - treated rats .","['renal', 'damage']","['-', '-']",[],"['renal', 'damage']",[]
NCBI,"However , adverse effects include cardiac toxicity .","['cardiac', 'toxicity']","['-', '-']",[],"['cardiac', 'toxicity']",[]
NCBI,"However , early on , when the toxic optic neuropathy is mild and partly reversible , the funduscopic findings are often subtle and easy to miss .","['-', 'optic']","['toxic', 'optic']",['toxic'],[],['optic']
NCBI,"However , in the ADR - nephropathy group , numerous apoptotic cells were identified in the tubulointerstitial areas .","['-', '-', 'nephropathy']","['ADR', '-', 'nephropathy']","['ADR', '-']",[],['nephropathy']
NCBI,"However , no significant effects were found with other visual analog scales reflecting subjective sedation and clear - headedness .","['-', '-', '-']","['clear', '-', 'headedness']","['clear', '-', 'headedness']",[],[]
NCBI,"However , these other potential causes of seizure were ruled out .",['seizure'],['-'],[],['seizure'],[]
NCBI,Human malignant brain tumors have a poor prognosis in spite of surgery and radiation therapy .,"['-', 'brain']","['malignant', 'brain']",['malignant'],[],['brain']
NCBI,Immune hemolytic anemia due to a drug - adsorption mechanism has been described primarily in patients receiving penicillins and first - generation cephalosporins .,"['-', 'hemolytic']","['Immune', 'hemolytic']",['Immune'],[],['hemolytic']
NCBI,"Improvement began within 3 to 6 months and consisted of cessation of active cutaneous lesions in all 7 patients , skin softening in 5 , and more normal growth of the affected limb in 2 of 3 children .","['-', '-']","['cutaneous', 'lesions']","['cutaneous', 'lesions']",[],[]
NCBI,In 13 patients we observed the effects of HCTZ therapy ( 100 mg daily ) on the occurrence of PVC ' s during rest as well as during static and dynamic exercise .,['-'],['PVC'],['PVC'],[],[]
NCBI,"In 40 % of treated patients , an arthralgia - myalgia syndrome develops .","['-', 'myalgia', '-']","['-', 'myalgia', 'syndrome']","['-', 'syndrome']",[],['myalgia']
NCBI,"In PMs , metoprolol increased the terbutaline area under the plasma concentration vs . time curve ( + 67 % ) .",['-'],['PMs'],['PMs'],[],[]
NCBI,"In a phase I study to determine the maximum tolerated dose of paclitaxel ( Taxol ; Bristol - Myers Squibb Company , Princeton , NJ ) given as a 3 - hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer , paclitaxel doses were escalated as follows : level 1 , 135 mg / m2 ; level 2 , 160 mg / m2 ; level 3 , 185 mg / m2 ; and level 4 , 210 mg / m2 .","['-', 'ovarian']","['advanced', 'ovarian']",['advanced'],[],['ovarian']
NCBI,"In addition , OCT improved mineralization lag time , ( that is , the rate at which osteoid mineralizes ) in both Nx and Sham dogs .",['-'],['Nx'],['Nx'],[],[]
NCBI,"In addition , it almost abolished the macroscopic and microscopic alterations induced by IFS .",['-'],['IFS'],['IFS'],[],[]
NCBI,"In addition to muscle damage , severe damage was also seen in harderian glands , especially after exposure to mepivacaine and lidocaine plus epinephrine .","['muscle', 'damage']","['-', '-']",[],"['muscle', 'damage']",[]
NCBI,"In cisapride - treated diarrhoea - predominant patients the mean contraction amplitude was higher ( 29 . 3 + / - 3 . 2 versus 24 . 9 + / - 2 . 6 mm Hg , cisapride versus placebo ( P < 0 . 001 ) ; pretreatment , 25 . 7 + / - 6 . 0 mm Hg ) , the mean contraction duration longer ( 3 . 4 + / - 0 . 2 versus 3 . 0 + / - 0 . 2 sec , cisapride versus placebo ( P < 0 . 001 ) ;",['-'],['predominant'],['predominant'],[],[]
NCBI,"In conclusion , there is no evidence for an inflammatory origin of succinylcholine - associated myalgia .",['-'],['succinylcholine'],['succinylcholine'],[],[]
NCBI,"In contrast , such extensive lesions were never found in the PCC group .",['-'],['PCC'],['PCC'],[],[]
NCBI,"In patients receiving tacrolimus therapy , blood concentration should be carefully controlled and extreme attention paid to cardiac involvement .",['-'],['cardiac'],['cardiac'],[],[]
NCBI,In the IPRK phenylephrine and acetylcholine related responses were significantly impaired in the ADR - nephropathy group .,"['-', '-', 'nephropathy']","['ADR', '-', 'nephropathy']","['ADR', '-']",[],['nephropathy']
NCBI,"In the NASCIS , there was no mention regarding the possibility of acute corticosteroid myopathy that high - dose methylprednisolone may cause .","['-', 'myopathy']","['corticosteroid', 'myopathy']",['corticosteroid'],[],['myopathy']
NCBI,"In the ischemic core , there was no difference in SG in the subcortex and cortex in the two groups .",['ischemic'],['-'],[],['ischemic'],[]
NCBI,"In these animals , only minor increases of serum transaminase activities were measured in the presence of AAP , and unlike the exacerbation caused by ethanol in mice on a standard diet , the liver damage was inhibited by 50 % by ethanol .","['liver', 'damage']","['-', '-']",[],"['liver', 'damage']",[]
NCBI,"In this report , we encountered a patient with decompensated HBV - related cirrhosis who exhibited the dramatic improvements after antiviral therapy .","['-', '-', '-', '-', 'cirrhosis']","['decompensated', 'HBV', '-', 'related', 'cirrhosis']","['decompensated', 'HBV', '-', 'related']",[],['cirrhosis']
NCBI,"Increased extracellular concentrations of uridine ( Urd ) have been reported to reduce , in vitro , azidothymidine ( AZT ) - induced inhibition of human granulocyte - macrophage progenitor cells without impairment of its antihuman immunodeficiency virus ( HIV ) activity .","['immunodeficiency', '-']","['immunodeficiency', 'virus']",['virus'],[],['immunodeficiency']
NCBI,Intravenous phenytoin was administered during the later part of the surgery for seizure prophylaxis .,['seizure'],['-'],[],['seizure'],[]
NCBI,Intravenous ribavirin treatment for severe adenovirus disease in immunocompromised children .,['-'],['immunocompromised'],['immunocompromised'],[],[]
NCBI,"It consists of microangiopathic hemolytic anemia , thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10 % of patients treated with this agent .","['-', 'hemolytic']","['microangiopathic', 'hemolytic']",['microangiopathic'],[],['hemolytic']
NCBI,It is recommended that doxorubicin dosage be sharply restricted in children with Wilms tumor of the left kidney who receive postoperative irradiation .,"['-', '-', '-', '-']","['of', 'the', 'left', 'kidney']","['of', 'the', 'left', 'kidney']",[],[]
NCBI,Ketamine in war / tropical surgery ( a final tribute to the racemic mixture ) .,['-'],['war'],['war'],[],[]
NCBI,Known causes of movement disorders were eliminated after evaluation .,['disorders'],['-'],[],['disorders'],[]
NCBI,Levodopa equivalent daily intake was significantly reduced in the STN group .,['-'],['STN'],['STN'],[],[]
NCBI,Long - term prognosis for transplant - free survivors of paracetamol - induced acute liver failure .,['-'],['paracetamol'],['paracetamol'],[],[]
NCBI,"Loreclezole ( 5 mg / kg ) exerted a significant protective action in amygdala - kindled rats , reducing both seizure and afterdischarge durations .",['seizure'],['-'],[],['seizure'],[]
NCBI,Low - molecular - weight heparin for the treatment of patients with mechanical heart valves .,"['-', '-', '-']","['mechanical', 'heart', 'valves']","['mechanical', 'heart', 'valves']",[],[]
