Sentence,Gold,Pred
"Further , steroid myopathy recovers naturally and the neurological improvement shown in the NASCIS may be just a recording of this natural motor recovery from the steroid myopathy , instead of any protection that methylprednisolone offers to the spinal cord injury .","('myopathy', 'B')","('myopathy', 'I')"
"Further , steroid myopathy recovers naturally and the neurological improvement shown in the NASCIS may be just a recording of this natural motor recovery from the steroid myopathy , instead of any protection that methylprednisolone offers to the spinal cord injury .","('steroid', 'O')","('steroid', 'B')"
"Further , steroid myopathy recovers naturally and the neurological improvement shown in the NASCIS may be just a recording of this natural motor recovery from the steroid myopathy , instead of any protection that methylprednisolone offers to the spinal cord injury .","('myopathy', 'B')","('myopathy', 'I')"
"To our knowledge , this is the first discussion considering the possibility that the methylprednisolone recommended by NASCIS may cause acute corticosteroid myopathy .","('corticosteroid', 'O')","('corticosteroid', 'B')"
"To our knowledge , this is the first discussion considering the possibility that the methylprednisolone recommended by NASCIS may cause acute corticosteroid myopathy .","('myopathy', 'B')","('myopathy', 'I')"
The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn .,"('field', 'O')","('field', 'B')"
The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn .,"('defects', 'O')","('defects', 'I')"
The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn .,"('electrophysiological', 'O')","('electrophysiological', 'B')"
The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn .,"('abnormalities', 'O')","('abnormalities', 'I')"
PATIENTS : Twenty - two patients with known reversible perfusion defects .,"('perfusion', 'O')","('perfusion', 'B')"
PATIENTS : Twenty - two patients with known reversible perfusion defects .,"('defects', 'O')","('defects', 'I')"
Screening for stimulant use in adult emergency department seizure patients .,"('seizure', 'B')","('seizure', 'O')"
OBJECTIVE : The objective of this study was to determine the prevalence of positive plasma drug screening for cocaine or amphetamine in adult emergency department seizure patients .,"('seizure', 'B')","('seizure', 'O')"
METHODS : This prospective study evaluated consecutive eligible seizure patients who had a plasma sample collected as part of their clinical evaluation .,"('seizure', 'B')","('seizure', 'O')"
"CONCLUSIONS : During this study period , routine plasma screening for cocaine and amphetamines in adult seizure patients had a low yield .","('seizure', 'B')","('seizure', 'O')"
Rats were stratified into control groups and ADR - induced nephropathy groups .,"('ADR', 'O')","('ADR', 'B')"
Urine nitrite levels were significantly increased in the ADR - nephropathy group ( P < 0 . 05 ) .,"('ADR', 'O')","('ADR', 'B')"
Urine nitrite levels were significantly increased in the ADR - nephropathy group ( P < 0 . 05 ) .,"('-', 'O')","('-', 'I')"
Urine nitrite levels were significantly increased in the ADR - nephropathy group ( P < 0 . 05 ) .,"('nephropathy', 'B')","('nephropathy', 'I')"
In the IPRK phenylephrine and acetylcholine related responses were significantly impaired in the ADR - nephropathy group .,"('ADR', 'O')","('ADR', 'B')"
In the IPRK phenylephrine and acetylcholine related responses were significantly impaired in the ADR - nephropathy group .,"('-', 'O')","('-', 'I')"
In the IPRK phenylephrine and acetylcholine related responses were significantly impaired in the ADR - nephropathy group .,"('nephropathy', 'B')","('nephropathy', 'I')"
"However , in the ADR - nephropathy group , numerous apoptotic cells were identified in the tubulointerstitial areas .","('ADR', 'O')","('ADR', 'B')"
"However , in the ADR - nephropathy group , numerous apoptotic cells were identified in the tubulointerstitial areas .","('-', 'O')","('-', 'I')"
"However , in the ADR - nephropathy group , numerous apoptotic cells were identified in the tubulointerstitial areas .","('nephropathy', 'B')","('nephropathy', 'I')"
The renal pathology in a case of lithium - induced diabetes insipidus .,"('lithium', 'O')","('lithium', 'B')"
The renal pathology in a case of lithium - induced diabetes insipidus .,"('-', 'O')","('-', 'I')"
The renal pathology in a case of lithium - induced diabetes insipidus .,"('induced', 'O')","('induced', 'I')"
The renal pathology in a case of lithium - induced diabetes insipidus .,"('diabetes', 'B')","('diabetes', 'I')"
A case of lithium - induced diabetes insipidus is reported .,"('lithium', 'O')","('lithium', 'B')"
"However , these other potential causes of seizure were ruled out .","('seizure', 'B')","('seizure', 'O')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('cutaneous', 'O')","('cutaneous', 'B')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","(',', 'O')","(',', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('respiratory', 'O')","('respiratory', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('and', 'O')","('and', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('anaphylactoid', 'O')","('anaphylactoid', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('reactions', 'O')","('reactions', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('nonsteroidal', 'O')","('nonsteroidal', 'B')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('anti', 'O')","('anti', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('-', 'O')","('-', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('inflammatory', 'O')","('inflammatory', 'I')"
"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous , respiratory and anaphylactoid reactions induced by nonsteroidal anti - inflammatory drugs ( NSAIDs ) .","('NSAIDs', 'O')","('NSAIDs', 'B')"
"The purpose of this study was to screen for efficacy of a different formulation of adenosine marketed in the US , using both acute noxious stimulation and capsaicin - evoked mechanical hypersensitivity .","('mechanical', 'O')","('mechanical', 'B')"
"The purpose of this study was to screen for efficacy of a different formulation of adenosine marketed in the US , using both acute noxious stimulation and capsaicin - evoked mechanical hypersensitivity .","('hypersensitivity', 'B')","('hypersensitivity', 'I')"
Delayed - onset heparin - induced thrombocytopenia .,"('heparin', 'O')","('heparin', 'B')"
Delayed - onset heparin - induced thrombocytopenia .,"('induced', 'O')","('induced', 'I')"
Delayed - onset heparin - induced thrombocytopenia .,"('thrombocytopenia', 'B')","('thrombocytopenia', 'I')"
Delayed recognition and treatment of heparin - induced thrombocytopenia contribute to poor patient outcomes .,"('heparin', 'O')","('heparin', 'B')"
Delayed recognition and treatment of heparin - induced thrombocytopenia contribute to poor patient outcomes .,"('thrombocytopenia', 'B')","('thrombocytopenia', 'I')"
OBJECTIVE : To describe and increase awareness of a clinical scenario in which the onset or manifestations of heparin - induced thrombocytopenia are delayed .,"('heparin', 'O')","('heparin', 'B')"
OBJECTIVE : To describe and increase awareness of a clinical scenario in which the onset or manifestations of heparin - induced thrombocytopenia are delayed .,"('thrombocytopenia', 'B')","('thrombocytopenia', 'I')"
CONCLUSIONS : Delayed - onset heparin - induced thrombocytopenia is increasingly being recognized .,"('heparin', 'O')","('heparin', 'B')"
CONCLUSIONS : Delayed - onset heparin - induced thrombocytopenia is increasingly being recognized .,"('thrombocytopenia', 'B')","('thrombocytopenia', 'I')"
Activation of the nuclear enzyme poly ( ADP - ribose ) polymerase ( PARP ) by oxidant - mediated DNA damage is an important pathway of cell dysfunction and tissue injury in conditions associated with oxidative stress .,"('dysfunction', 'O')","('dysfunction', 'I')"
Activation of the nuclear enzyme poly ( ADP - ribose ) polymerase ( PARP ) by oxidant - mediated DNA damage is an important pathway of cell dysfunction and tissue injury in conditions associated with oxidative stress .,"('tissue', 'O')","('tissue', 'B')"
Activation of the nuclear enzyme poly ( ADP - ribose ) polymerase ( PARP ) by oxidant - mediated DNA damage is an important pathway of cell dysfunction and tissue injury in conditions associated with oxidative stress .,"('injury', 'O')","('injury', 'I')"
Ketamine in war / tropical surgery ( a final tribute to the racemic mixture ) .,"('war', 'O')","('war', 'B')"
"A technique of continuous intravenous anaesthesia with ketamine was used successfully during the Somalia civil war in 1994 and in north Uganda in 1999 for 64 operations in 62 patients , aged from 6 weeks to 70 years , undergoing limb and abdominal surgery including caesarian sections and interventions in neonates .","('limb', 'O')","('limb', 'B')"
"A technique of continuous intravenous anaesthesia with ketamine was used successfully during the Somalia civil war in 1994 and in north Uganda in 1999 for 64 operations in 62 patients , aged from 6 weeks to 70 years , undergoing limb and abdominal surgery including caesarian sections and interventions in neonates .","('and', 'O')","('and', 'I')"
"A technique of continuous intravenous anaesthesia with ketamine was used successfully during the Somalia civil war in 1994 and in north Uganda in 1999 for 64 operations in 62 patients , aged from 6 weeks to 70 years , undergoing limb and abdominal surgery including caesarian sections and interventions in neonates .","('abdominal', 'O')","('abdominal', 'I')"
"A technique of continuous intravenous anaesthesia with ketamine was used successfully during the Somalia civil war in 1994 and in north Uganda in 1999 for 64 operations in 62 patients , aged from 6 weeks to 70 years , undergoing limb and abdominal surgery including caesarian sections and interventions in neonates .","('surgery', 'O')","('surgery', 'I')"
Intravenous ribavirin treatment for severe adenovirus disease in immunocompromised children .,"('immunocompromised', 'O')","('immunocompromised', 'B')"
BACKGROUND : Adenovirus is an important cause of morbidity and mortality in the immunocompromised host .,"('Adenovirus', 'O')","('Adenovirus', 'B')"
BACKGROUND : Adenovirus is an important cause of morbidity and mortality in the immunocompromised host .,"('immunocompromised', 'O')","('immunocompromised', 'B')"
"The incidence of severe adenovirus disease in pediatrics is increasing in association with growing numbers of immunocompromised children , where case fatality rates as high as 50 % to 80 % have been reported .","('immunocompromised', 'O')","('immunocompromised', 'B')"
"There are no approved antiviral agents with proven efficacy for the treatment of severe adenovirus disease , nor are there any prospective randomized , controlled trials of potentially useful anti - adenovirus therapies .","('adenovirus', 'O')","('adenovirus', 'B')"
OBJECTIVE : We report our experience with intravenous ribavirin therapy for severe adenovirus disease in a series of immunocompromised children and review the literature .,"('immunocompromised', 'O')","('immunocompromised', 'B')"
"DISCUSSION : Our series of patients is representative of the spectrum of immunocompromised children at greatest risk for severe adenovirus disease , namely solid - organ and bone marrow transplant recipients , neonates , and children with immunodeficiency .","('immunocompromised', 'O')","('immunocompromised', 'B')"
"Early identification , eg by polymerase chain reaction of those patients at risk of disseminated adenovirus disease may permit earlier antiviral treatment and better evaluation of therapeutic response .","('disseminated', 'O')","('disseminated', 'B')"
"Early identification , eg by polymerase chain reaction of those patients at risk of disseminated adenovirus disease may permit earlier antiviral treatment and better evaluation of therapeutic response .","('adenovirus', 'B')","('adenovirus', 'I')"
Low - molecular - weight heparin for the treatment of patients with mechanical heart valves .,"('mechanical', 'O')","('mechanical', 'B')"
Low - molecular - weight heparin for the treatment of patients with mechanical heart valves .,"('heart', 'O')","('heart', 'I')"
Low - molecular - weight heparin for the treatment of patients with mechanical heart valves .,"('valves', 'O')","('valves', 'I')"
"BACKGROUND : The interruption of oral anticoagulant ( OAC ) administration is sometimes indicated in patients with mechanical heart valves , mainly before noncardiac surgery , non - surgical interventions , and pregnancy .","('mechanical', 'O')","('mechanical', 'B')"
"BACKGROUND : The interruption of oral anticoagulant ( OAC ) administration is sometimes indicated in patients with mechanical heart valves , mainly before noncardiac surgery , non - surgical interventions , and pregnancy .","('heart', 'O')","('heart', 'I')"
"BACKGROUND : The interruption of oral anticoagulant ( OAC ) administration is sometimes indicated in patients with mechanical heart valves , mainly before noncardiac surgery , non - surgical interventions , and pregnancy .","('valves', 'O')","('valves', 'I')"
"METHODS : For this paper , the current medical literature on LMWH in patients with mechanical heart valves was extensively reviewed .","('mechanical', 'O')","('mechanical', 'B')"
"METHODS : For this paper , the current medical literature on LMWH in patients with mechanical heart valves was extensively reviewed .","('heart', 'O')","('heart', 'I')"
"METHODS : For this paper , the current medical literature on LMWH in patients with mechanical heart valves was extensively reviewed .","('valves', 'O')","('valves', 'I')"
"After excluding case reports , the following groups were constructed : ( a ) short - term administration , after valve insertion ( n = 212 ) ; ( b ) short - term , perioperative ( noncardiac ) / periprocedural ( n = 114 ) ; ( c ) long - term , due to intolerance to OAC ( n = 16 ) ; ( d ) long - term , in pregnancy ( n = 10 ) .","('intolerance', 'O')","('intolerance', 'B')"
"After excluding case reports , the following groups were constructed : ( a ) short - term administration , after valve insertion ( n = 212 ) ; ( b ) short - term , perioperative ( noncardiac ) / periprocedural ( n = 114 ) ; ( c ) long - term , due to intolerance to OAC ( n = 16 ) ; ( d ) long - term , in pregnancy ( n = 10 ) .","('to', 'O')","('to', 'I')"
"After excluding case reports , the following groups were constructed : ( a ) short - term administration , after valve insertion ( n = 212 ) ; ( b ) short - term , perioperative ( noncardiac ) / periprocedural ( n = 114 ) ; ( c ) long - term , due to intolerance to OAC ( n = 16 ) ; ( d ) long - term , in pregnancy ( n = 10 ) .","('OAC', 'O')","('OAC', 'I')"
"CONCLUSIONS : In patients with mechanical heart valves , short - term LMWH therapy compares favorably with UH .","('mechanical', 'O')","('mechanical', 'B')"
"CONCLUSIONS : In patients with mechanical heart valves , short - term LMWH therapy compares favorably with UH .","('heart', 'O')","('heart', 'I')"
"CONCLUSIONS : In patients with mechanical heart valves , short - term LMWH therapy compares favorably with UH .","('valves', 'O')","('valves', 'I')"
Further randomized studies are needed to confirm the safety and precise indications for the use of LMWH in patients with mechanical heart valves .,"('mechanical', 'O')","('mechanical', 'B')"
Further randomized studies are needed to confirm the safety and precise indications for the use of LMWH in patients with mechanical heart valves .,"('heart', 'O')","('heart', 'I')"
Further randomized studies are needed to confirm the safety and precise indications for the use of LMWH in patients with mechanical heart valves .,"('valves', 'O')","('valves', 'I')"
We interpret this as episodes of cardiac arrest caused by metoclopramide .,"('arrest', 'I')","('arrest', 'O')"
A phase II study of thalidomide in advanced metastatic renal cell carcinoma .,"('advanced', 'O')","('advanced', 'B')"
A phase II study of thalidomide in advanced metastatic renal cell carcinoma .,"('metastatic', 'O')","('metastatic', 'I')"
A phase II study of thalidomide in advanced metastatic renal cell carcinoma .,"('renal', 'B')","('renal', 'I')"
He developed acute liver failure with rapid deterioration of renal function .,"('renal', 'O')","('renal', 'I')"
He developed acute liver failure with rapid deterioration of renal function .,"('function', 'O')","('function', 'I')"
Pyeloureteral filling defects associated with systemic anticoagulation : a case report .,"('Pyeloureteral', 'O')","('Pyeloureteral', 'B')"
Pyeloureteral filling defects associated with systemic anticoagulation : a case report .,"('filling', 'O')","('filling', 'I')"
Pyeloureteral filling defects associated with systemic anticoagulation : a case report .,"('defects', 'O')","('defects', 'I')"
A case is presented that is unique in that the acute onset and the rapid resolution of pyeloureteral filling defects in this patient were documented by radiography .,"('pyeloureteral', 'O')","('pyeloureteral', 'B')"
A case is presented that is unique in that the acute onset and the rapid resolution of pyeloureteral filling defects in this patient were documented by radiography .,"('filling', 'O')","('filling', 'I')"
A case is presented that is unique in that the acute onset and the rapid resolution of pyeloureteral filling defects in this patient were documented by radiography .,"('defects', 'O')","('defects', 'I')"
The study involved 129 patients with diabetes with serum creatinine concentrations of 1 . 5 to 3 . 5 mg per deciliter who underwent coronary or aortofemoral angiography .,"('diabetes', 'B')","('diabetes', 'O')"
We report the clinical and bioptic findings for a 57 - year - old woman with severe chloroquine - induced myopathy .,"('chloroquine', 'O')","('chloroquine', 'B')"
"As it revealed chloroquine - induced myopathy , medication was stopped .","('chloroquine', 'O')","('chloroquine', 'B')"
"After 5 weeks of bupropion use , the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence .","('generalized', 'O')","('generalized', 'B')"
"After 5 weeks of bupropion use , the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence .","('tonic', 'O')","('tonic', 'I')"
"After 5 weeks of bupropion use , the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence .","('clonic', 'O')","('clonic', 'I')"
"After 5 weeks of bupropion use , the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence .","('seizure', 'B')","('seizure', 'I')"
"In conclusion , there is no evidence for an inflammatory origin of succinylcholine - associated myalgia .","('succinylcholine', 'O')","('succinylcholine', 'B')"
There are no published ASA studies using the multiple dosing paradigm of GDs 6 to 17 .,"('ASA', 'O')","('ASA', 'B')"
"METHODS : ASA was administered as a single dose on GD 9 ( 0 , 250 , 500 , or 625 mg / kg ) , 10 ( 0 , 500 , 625 , or 750 mg / kg ) , or 11 ( 0 , 500 , 750 , or 1000 mg / kg ) and from GD 6 to GD 17 ( 0 , 50 , 125 , or 250 mg / kg a day ) in the multiple dose study to SD rats .","('SD', 'O')","('SD', 'B')"
Potential deleterious effect of furosemide in radiocontrast nephropathy .,"('radiocontrast', 'O')","('radiocontrast', 'B')"
Potential deleterious effect of furosemide in radiocontrast nephropathy .,"('nephropathy', 'B')","('nephropathy', 'I')"
The purpose of the study was to determine the efficacy of furosemide in addition to intravenous fluids in the prevention of radiocontrast nephropathy .,"('radiocontrast', 'O')","('radiocontrast', 'B')"
The purpose of the study was to determine the efficacy of furosemide in addition to intravenous fluids in the prevention of radiocontrast nephropathy .,"('nephropathy', 'B')","('nephropathy', 'I')"
Furosemide may be deleterious in the prevention of radiocontrast nephropathy .,"('radiocontrast', 'O')","('radiocontrast', 'B')"
Furosemide may be deleterious in the prevention of radiocontrast nephropathy .,"('nephropathy', 'B')","('nephropathy', 'I')"
Analysis of the manifestations showed that severe impairment of memory accounted for virtually all of the abnormalities .,"('impairment', 'O')","('impairment', 'B')"
Analysis of the manifestations showed that severe impairment of memory accounted for virtually all of the abnormalities .,"('of', 'O')","('of', 'I')"
Analysis of the manifestations showed that severe impairment of memory accounted for virtually all of the abnormalities .,"('memory', 'O')","('memory', 'I')"
Cefotetan - induced immune hemolytic anemia .,"('immune', 'O')","('immune', 'B')"
Cefotetan - induced immune hemolytic anemia .,"('hemolytic', 'B')","('hemolytic', 'I')"
Immune hemolytic anemia due to a drug - adsorption mechanism has been described primarily in patients receiving penicillins and first - generation cephalosporins .,"('Immune', 'O')","('Immune', 'B')"
Immune hemolytic anemia due to a drug - adsorption mechanism has been described primarily in patients receiving penicillins and first - generation cephalosporins .,"('hemolytic', 'B')","('hemolytic', 'I')"
"These observations , in conjunction with clinical and laboratory evidence of extravascular hemolysis , are consistent with drug - induced hemolytic anemia , possibly involving both drug - adsorption and autoantibody formation mechanisms .","('extravascular', 'O')","('extravascular', 'B')"
"These observations , in conjunction with clinical and laboratory evidence of extravascular hemolysis , are consistent with drug - induced hemolytic anemia , possibly involving both drug - adsorption and autoantibody formation mechanisms .","('hemolysis', 'B')","('hemolysis', 'I')"
This case emphasizes the need for increased awareness of hemolytic reactions to all cephalosporins .,"('hemolytic', 'O')","('hemolytic', 'B')"
"RESULTS : The replacement of the last dose or the last two doses of mesna with dexamethasone reduced the increase in bladder wet weight induced by IFS by 84 . 79 % and 89 . 13 % , respectively .","('IFS', 'O')","('IFS', 'B')"
"In addition , it almost abolished the macroscopic and microscopic alterations induced by IFS .","('IFS', 'O')","('IFS', 'B')"
"Loreclezole ( 5 mg / kg ) exerted a significant protective action in amygdala - kindled rats , reducing both seizure and afterdischarge durations .","('seizure', 'B')","('seizure', 'O')"
We investigated the potential role of mitochondrial injury in the onset of these lesions .,"('mitochondrial', 'B')","('mitochondrial', 'O')"
We investigated the potential role of mitochondrial injury in the onset of these lesions .,"('injury', 'I')","('injury', 'O')"
PATIENT : A 58 - year - old woman with a clinical diagnosis of dilevalol - induced liver injury .,"('dilevalol', 'O')","('dilevalol', 'B')"
PATIENT : A 58 - year - old woman with a clinical diagnosis of dilevalol - induced liver injury .,"('liver', 'B')","('liver', 'I')"
"Side effects of yohimbine included excessive sweating , increased anxiety , and a wound - up feeling in some patients .","('anxiety', 'B')","('anxiety', 'O')"
"Side effects of yohimbine included excessive sweating , increased anxiety , and a wound - up feeling in some patients .","('wound', 'O')","('wound', 'B')"
Optical coherence tomography can measure axonal loss in patients with ethambutol - induced optic neuropathy .,"('ethambutol', 'O')","('ethambutol', 'B')"
"However , early on , when the toxic optic neuropathy is mild and partly reversible , the funduscopic findings are often subtle and easy to miss .","('toxic', 'O')","('toxic', 'B')"
"However , early on , when the toxic optic neuropathy is mild and partly reversible , the funduscopic findings are often subtle and easy to miss .","('optic', 'B')","('optic', 'I')"
CONCLUSIONS : The OCT results in these patients with EMB - induced optic neuropathy show considerable loss especially of the temporal fibers .,"('EMB', 'O')","('EMB', 'B')"
